ConstituentID,DisplayName,Nationality
39882,Luigi Ghirri,Italy
39898,Robert Rotifer,Austria
39904,Walter Kch,Switzerland
39905,Alois Carigiet,Switzerland
39912,Andrei Ujic_,Romanian
39923,Hans Ehrich,Swedish
39924,Tom Ahlstrm,Swedish
39925,A&E Design,Swedish
39943,Ray Yoshida,UNITED STATES OF AMERICA
39951,Freddie Reeves,United Kingdom
39957,Ei Arakawa,Japan
39958,Nikolas Gambaroff,Germany
39961,Tauba Auerbach,UNITED STATES OF AMERICA
39992,Paul Elliman,United Kingdom
39996,Karl Holmqvist,Swedish
39997,Nora Schultz,Germany
39998,Henri Chopin,France
40029,Zenon Januszewski,Polish
40052,Prazsky,Czech
40053,Filippo Romoli,Italy
40054,Theo Doro (Thodore Pfeifer),France
40057,Sanford Biggers,UNITED STATES OF AMERICA
40066,Joseph Albert,Germany
40142,Jean Heiberg,Norwegian
40166,Sara Cwynar,Canada
40190,Werner John,Switzerland
40207,Damin Ortega,Mexico
40247,Mihajlo Arsovski,Croatian
40293,Hans Brockhage,Germany
40294,Erwin Andra,Germany
40304,Bob Sheff,UNITED STATES OF AMERICA
40335,Tom DeFanti,UNITED STATES OF AMERICA
40354,Yvonne Farrell,Irish
40355,Shelley McNamara,Irish
40383,Bill Rauhauser,UNITED STATES OF AMERICA
40384,Douglas Davis,UNITED STATES OF AMERICA
40392,Jay Sanders,UNITED STATES OF AMERICA
40396,Bazon Brock,Germany
40397,Hans Joachim Dietrich,Germany
40398,Rainer (Imi) Giese,Germany
40399,Bernd Lohaus,Germany
40400,Lambert Maria Wintersberger,Germany
40407,Val Telberg,UNITED STATES OF AMERICA
40410,Alec Soth,UNITED STATES OF AMERICA
40411,Pieter Hugo,South African
40424,Helen + Hard AS,Norwegian
40428,Elliot Caplan,UNITED STATES OF AMERICA
40429,Les Rita Mitsouko,France
40430,Michael Jackson,UNITED STATES OF AMERICA
40431,Siv Helene Stangeland,Norwegian
40432,Reinhard Kropf,Austria
40442,David Chipperfield,United Kingdom
40445,Diamela Eltit,Chilean
40446,Juan Castillo,Chilean
40447,Ral Zurita,Chilean
40448,Fernando Balcells,Chilean
40462,John Cale,Welsh
40513,Boris Orlov,Russia
40516,Spain Rodriguez,UNITED STATES OF AMERICA
40517,Anthony Cox,UNITED STATES OF AMERICA
40529,Ryan Gander,United Kingdom
40531,Senga Nengudi,UNITED STATES OF AMERICA
40534,Joe Bradley,UNITED STATES OF AMERICA
40552,Quay Brothers,UNITED STATES OF AMERICA
40555,Sturtevant,UNITED STATES OF AMERICA
40556,Mariana Castillo Deball,Mexico
40557,Stephen Kaltenbach,UNITED STATES OF AMERICA
40559,Mathias Poledna,Austria
40561,F. Bacon,United Kingdom
40564,Charles Gaines,UNITED STATES OF AMERICA
40568,Simon Fujiwara,United Kingdom
40574,Hajra Waheed,Canada
40577,Norbert Schwontkowski,Germany
40578,Thomas Huber,Switzerland
40579,Peter Piller,Germany
40628,Pedro Almodvar,Spain
40658,Emily Sundblad,Swedish
40659,Stefan Tcherepnin,UNITED STATES OF AMERICA
40667,Frantisek Drtikol,Czech
40680,Tomislav Gotovac,Croatian
40732,Henri Gerbault,France
40733,Henri-Patrice Dillon,France
40734,Louis Abel-Truchet,France
40735,Tancrde Synave,France
40736,Ernest La Jeunesse,France
40737,Maxime Dethomas,France
40740,Joseph Sattler,Germany
40742,Gustave Le Rouge,France
40746,Henri Lebasque,France
40780,Craig Dykers,UNITED STATES OF AMERICA
40781,Kjetil Tr¾dal Thorsen,Norwegian
40829,Hilary Sample,UNITED STATES OF AMERICA
40841,Adele Rder,Germany
40859,Annemarie Heinrich,Germany
40861,Haluk Akake,Turkish
40863,Jason Salavon,UNITED STATES OF AMERICA
40870,Anatole Saderman,Argentina
40871,Jan Slothouber,Netherlands
40872,William Graatsma,Belgium
40874,Willy ¯rskov,Denmark
40875,Aldo van den Nieuwelaar,Netherlands
40878,Ed Sommer,Switzerland
40879,Peter Struycken,Netherlands
40880,Emmy van Leersum,Netherlands
40881,Gils Bakker,Netherlands
40883,Willem Breuker,Netherlands
40902,David Tremlett,United Kingdom
40904,Daan van Golden,Netherlands
40906,Toon Verhoef,Netherlands
40907,Joris Geurts,Netherlands
40909,Narcisse Tordoir,Belgium
40912,Zadok Ben-David,Israeli
40921,Abraham Cruzvillegas,Mexico
40994,Beauford Delaney,UNITED STATES OF AMERICA
40998,Gabriel Sierra,Colombian
40999,Mara Teresa Hincapi,Colombian
41022,Waclaw Szpakowski,Polish
41033,Yuya Ushida,Japan
41061,Michael Meredith,UNITED STATES OF AMERICA
41076,Joe Maloney,UNITED STATES OF AMERICA
41105,Jorinde Voigt,Germany
41131,Josip Vani_ta,Croatian
41136,Tom Arndt,UNITED STATES OF AMERICA
41140,Corita Kent (Sister Mary Corita),UNITED STATES OF AMERICA
41144,Giorgio Berretti,Italy
41145,Bernard Heidsieck,France
41148,Ricardo Porro,Cuba
41149,Marcel Slodki,Polish
41150,Franti_ek Blek,Czech
41151,Erich Gehre,Germany
41153,A. Krapp,Germany
41154,Wilhelm Schuler,Germany
41155,Marie Rosalie (Mitzi) Friedmann-Otten,Austria
41156,Augusta von Zitzewitz,Germany
41157,Katharina Heise (Karl Luis Heinrich-Salze),Germany
41159,Richard Bampi,Germany
41160,Eberhard Viegener,Germany
41161,Bruno Beye,Germany
41162,Jerzy von Hulewicz,Polish
41163,Jan Wroniecki,Germany
41164,Erich Goldbaum,Germany
41165,Julius Kaufmann,Germany
41166,Ines Wetzel,Germany
41167,Rdiger Berlit,Germany
41168,Herbert Anger,Germany
41169,Shambhavi,Indian
41170,Johanna Calle,Colombian
41191,Jens S Jensen,Swedish
41199,Maria Kipp,UNITED STATES OF AMERICA
41201,Arthur Goetz,Germany
41202,Wladislav Skotarek,Polish
41210,Mahonri M. Young,UNITED STATES OF AMERICA
41212,Taryn Simon,UNITED STATES OF AMERICA
41223,Oscar Tuazon,UNITED STATES OF AMERICA
41224,Lucien Herv,Hungarian
41227,Cami Stone,Belgium
41231,Hilla Rebay von Ehrenwiesen,UNITED STATES OF AMERICA
41232,Lothar Homeyer,Germany
41241,Takuma Nakahira,Japan
41244,Virginia Overton,UNITED STATES OF AMERICA
41251,John Outterbridge,UNITED STATES OF AMERICA
41264,Karl Otten,Germany
41266,Emil Maetzel,Germany
41271,Nick Cave,UNITED STATES OF AMERICA
41278,Akram Zaatari,Lebanese
41279,Fred Eversley,UNITED STATES OF AMERICA
41280,Maren Hassinger,UNITED STATES OF AMERICA
41281,Suzanne Jackson,UNITED STATES OF AMERICA
41284,Adam Ant (Stuart Leslie Goddard),United Kingdom
41286,Malcolm Garrett,United Kingdom
41287,Guy Peellaert,Belgium
41288,Barney Bubbles (Colin Fulcher),United Kingdom
41291,Samella Lewis,UNITED STATES OF AMERICA
41295,Nick Egan,United Kingdom
41296,Bob Heimall,UNITED STATES OF AMERICA
41300,John Holmstrom,UNITED STATES OF AMERICA
41301,Spencer Drate,UNITED STATES OF AMERICA
41302,Arturo Vega,Mexico
41307,Julia Gorton,UNITED STATES OF AMERICA
41310,Noah Purifoy,UNITED STATES OF AMERICA
41314,Gene Greif,UNITED STATES OF AMERICA
41315,Ray Lowry,United Kingdom
41316,Pennie Smith,United Kingdom
41317,Pearl Thompson,United Kingdom
41318,Andy Vella,United Kingdom
41321,Poly Styrene (Marianne Joan Elliott-Said),United Kingdom
41325,Noriko Ambe,Japan
41330,Marcel Lods,France
41332,Bernardo Ortiz Campo,Colombian
41333,Henry Taylor,UNITED STATES OF AMERICA
41343,Jayne Cortez,UNITED STATES OF AMERICA
41345,Kader Attia,France
41367,Stanislaw Kubicki,Germany
41369,Margarete Kubicka,Germany
41378,Max Schwimmer,Germany
41391,Georg Arndt,Germany
41393,Alfred Zacharias,Germany
41394,Gustav Heinrich Wolff,Germany
41411,Heinrich Zernack,Germany
41431,Andrs Jaque,Spain
41440,Shen Wei,China
41444,Ernst Moritz Engert,Germany
41446,Josh MacPhee,UNITED STATES OF AMERICA
41448,Jesse Goldstein,UNITED STATES OF AMERICA
41470,Favianna Rodriguez,UNITED STATES OF AMERICA
41472,Peter Stathis,UNITED STATES OF AMERICA
41473,Michael McCoy,UNITED STATES OF AMERICA
41479,Jean Badovici,France
41481,Francis Jourdain,France
41512,Ousmane Sembne,Senegalese
41553,Marijan Jev_ovar,Croatian
41554,Ivan Ko_ari_,Croatian
41555,Miljenko Horvat,Croatian
41561,Michael Carapetian,United Kingdom
41568,Serge Vandercam,Denmark
41578,Andr Komatsu,Brazil
41583,Chen Shaoxiong,China
41610,Lou Bunin,UNITED STATES OF AMERICA
41616,Jean Degottex,France
41621,John Karidis,UNITED STATES OF AMERICA
41635,Didier Faustino,France
41650,Ringl + Pit,Germany
41664,Wael Shawky,Egyptian
41665,Justin Matherly,UNITED STATES OF AMERICA
41686,Hans Kappler,Germany
41715,Carla Accardi,Italy
41752,Robert Wilhite,UNITED STATES OF AMERICA
41758,Ivn Hevesy,Hungarian
41761,Fabio Balducci,Italy
41764,Augusto,Spain
41775,Arch Connelly,UNITED STATES OF AMERICA
41797,Oscar Muoz,Colombian
41804,Lea Lublin,Argentina
41817,Istvn Orosz,Hungarian
41822,Massoud Hassani,Netherlands
41828,Cathy Wilkes,Irish
41829,Ben Kinmont,UNITED STATES OF AMERICA
41830,Dirk Vander Kooij,Netherlands
41920,Charles Nichols,UNITED STATES OF AMERICA
41951,Kishio Suga,Japan
41952,Erwin Hauer,Austria
41953,Randy Tuten,UNITED STATES OF AMERICA
41954,Mick Haggerty,UNITED STATES OF AMERICA
41958,Peter Kodick (Peter Gravelle),United Kingdom
41986,Adam Helms,UNITED STATES OF AMERICA
41987,John Newsom,UNITED STATES OF AMERICA
41988,William Villalongo,UNITED STATES OF AMERICA
42000,Danilo Barbosa,Brazil
42003,Ellen Auerbach,Germany
42004,ADO (Arbeid door onvolwaardigen),Netherlands
42006,Tigrett Enterprises Playhouse Division,UNITED STATES OF AMERICA
42007,John Follis,UNITED STATES OF AMERICA
42012,Michele Abeles,UNITED STATES OF AMERICA
42017,Mike Nichols,UNITED STATES OF AMERICA
42064,Alfred Caldwell,UNITED STATES OF AMERICA
42098,Michael Harris,UNITED STATES OF AMERICA
42126,Birdhead,China
42156,Song Tao,China
42157,Ji Weiyu,China
42158,Zoe Crosher,UNITED STATES OF AMERICA
42184,ric Chahi,France
42186,Masaya Matsuura,Japan
42189,Valve,UNITED STATES OF AMERICA
42190,Jeff Perkins,UNITED STATES OF AMERICA
42208,Edwin Locke,UNITED STATES OF AMERICA
42218,Georg Greger,Germany
42231,Clorindo Testa,Argentina
42232,Helmut Kronberger,Austria
42244,Simon Levy,UNITED STATES OF AMERICA
42265,Alexey Pajitnov,Russia
42266,Keita Takahashi,Japan
42280,Anya Phillips,UNITED STATES OF AMERICA
42283,James McCaffry,UNITED STATES OF AMERICA
42293,Nina Leen,UNITED STATES OF AMERICA
42301,Milko Kelemen,Croatian
42309,Jimenez Lai,Canada
42312,Nipa Doshi,Indian
42313,Jonathan Levien,United Kingdom
42323,Yto Barrada,Moroccan
42333,Irwin Kremen,UNITED STATES OF AMERICA
42336,B_la Kol_ov,Czech
42340,Martin Boyce,Scottish
42341,Blanc et Demilly,France
42344,Carlos Ral Villanueva,Venezuelan
42345,Monteiro Filho,Brazil
42346,Antonio Bandeira,Brazil
42347,Danilo di Prete,Brazil
42348,Felix Beltran,Cuba
42349,Paolo Labaino,Cuba
42350,Gonzlez Ruiz,Argentina
42362,Daniel Grataloup,Switzerland
42364,Frederick Markus,UNITED STATES OF AMERICA
42366,Markus Kayser,Germany
42367,Barry Parker,United Kingdom
42442,DoDo Jin Ming,China
42454,Nathalie Djurberg,Swedish
42455,Zanele Muholi,South African
42457,Dra Maurer,Hungarian
42463,Norman Seeff,UNITED STATES OF AMERICA
42464,Gardar Eide Einarsson,Norwegian
42465,Rashid Johnson,UNITED STATES OF AMERICA
42466,Douglas Darden,UNITED STATES OF AMERICA
42469,Abby Leigh,UNITED STATES OF AMERICA
42479,Thomas Klinkowstein,UNITED STATES OF AMERICA
42480,David Arnoff,United Kingdom
42485,Carlos Bunga,Portuguese
42490,Diane Lewis,UNITED STATES OF AMERICA
42491,Richard Barnes,UNITED STATES OF AMERICA
42507,Arthus Carlheinz Caspari,Germany
42516,Ido Bruno,Israeli
42517,Arthur Brutter,Israeli
42519,Augustin Scott de Martinville,France
42520,Grgoire Jeanmonod,Switzerland
42521,Elric Petit,Belgium
42566,Michael Manfredi,UNITED STATES OF AMERICA
42567,Marion Weiss,UNITED STATES OF AMERICA
42576,Adrin Villar Rojas,Argentina
42591,Adam Saltsman,UNITED STATES OF AMERICA
42593,Jenova (Xinghan) Chen,China
42594,Nick Clark,UNITED STATES OF AMERICA
42596,Toru Iwatani,Japan
42597,Rand Miller,UNITED STATES OF AMERICA
42599,Robyn Miller,UNITED STATES OF AMERICA
42611,Jos Guillermo Castillo,Venezuelan
42616,Carlos Herrera,Venezuelan
42620,Valentin Carron,Switzerland
42625,Chris Welch,United Kingdom
42627,Rabih Mrou,Lebanese
42628,Meiro Koizumi,Japan
42639,Daniel Baranowsky,UNITED STATES OF AMERICA
42643,Loretta Fahrenholz,Germany
42696,Albert Mertz,Denmark
42738,Pere Catala Pic,Spain
42749,Annee Olofsson,Swedish
42750,Tom Hunter,United Kingdom
42751,Daniela Rossell,Mexico
42752,Vibeke Tandberg,Norwegian
42753,Hellen Van Meene,Netherlands
42787,Carol Rama,Italy
42816,Filip Dujardin,Belgium
42840,Ada Tolla,Italy
42841,Giuseppe Lignano,Italy
42851,Cristbal Lehyt,Chilean
42854,Joseph Byrd,UNITED STATES OF AMERICA
42856,Waldemar Cordeiro,Brazil
42857,Analivia Cordeiro,Brazil
42858,Janice Kerbel,Canada
42863,William Scott,UNITED STATES OF AMERICA
42906,Lisa Oppenheim,UNITED STATES OF AMERICA
42909,Bill Bollinger,UNITED STATES OF AMERICA
42921,Gordon Bruce,UNITED STATES OF AMERICA
42922,Allen Hawthorne,UNITED STATES OF AMERICA
42923,Sarah Crowner,UNITED STATES OF AMERICA
42935,Christine Sun Kim,UNITED STATES OF AMERICA
42969,Lyle Ashton Harris,UNITED STATES OF AMERICA
42972,Lucy Raven,UNITED STATES OF AMERICA
42982,Charles White III,UNITED STATES OF AMERICA
42987,Anna Ostoya,Polish
43050,Eileen Quinlan,UNITED STATES OF AMERICA
43051,Josephine Pryde,United Kingdom
43052,Brendan Fowler,UNITED STATES OF AMERICA
43055,Adam Broomberg,South African
43056,Oliver Chanarin,United Kingdom
43061,Robi Mller,Switzerland
43062,Lourdes Portillo,Mexico
43065,"A.D. Meraz industries Ltd., Sderot, Israel",Israeli
43077,Aaron Kuriloff,UNITED STATES OF AMERICA
43078,Sheela Gowda,Indian
43084,Simon Vinkenoog,Netherlands
43087,Kat Tar,Japan
43088,Suihara Masami,Japan
43090,Julius Klinger,Austria
43105,Franois Truffaut,France
43107,Gustav Metzger,United Kingdom
43108,Per Olof Ultvedt,Finnish
43134,Franz Josef van der Grinten,Germany
43146,Clifford Owens,UNITED STATES OF AMERICA
43150,Geta Br_tescu,Romanian
43151,Yael Mer,Israeli
43172,Sergei Tcherepnin,UNITED STATES OF AMERICA
43178,Haroon Mirza,United Kingdom
43277,Richard Maxfield,UNITED STATES OF AMERICA
43281,Mary Vieira,Brazil
43288,Vagelis Tsakiridis,Germany
43289,Walter Marchetti,Italy
43295,Charlotte Moorman,UNITED STATES OF AMERICA
43296,Eckart Rahn,Germany
43300,Pandit Pran Nath,Indian
43302,Frank Trowbridge,UNITED STATES OF AMERICA
43331,Spilling,Germany
43334,Jean Dupuy,France
43339,Paulo Monteiro,Brazil
43343,Ryan Trecartin,UNITED STATES OF AMERICA
43357,Paulo Bruscky,Brazil
43396,Gino Soggetti,Italy
43434,Jeanne Verdoux,France
43437,Ronnie Goodman,UNITED STATES OF AMERICA
43441,Molly Crabapple,UNITED STATES OF AMERICA
43457,Fernando Vilela,Brazil
43459,Fernando Ortega,Mexico
43480,Thomas Lanigan-Schmidt,UNITED STATES OF AMERICA
43491,Fernand Fau,France
43499,David Loewenstein,UNITED STATES OF AMERICA
43501,Liu Xiaodong,China
43509,Renan,Spain
43511,Tom Shortlidge,UNITED STATES OF AMERICA
43512,Wila,Spain
43520,Jayson Musson,UNITED STATES OF AMERICA
43526,NIKE,UNITED STATES OF AMERICA
43527,Amanda Guest,United Kingdom
43528,Bart Wasserman,UNITED STATES OF AMERICA
43540,Pier Paolo Pasolini,Italy
43660,Ralph Baer,UNITED STATES OF AMERICA
43667,Cristobal Palma,United Kingdom
43687,Vitale Bramani,Italy
43688,"Markus ""Notch"" Persson",Swedish
43690,Allan Alcorn,UNITED STATES OF AMERICA
43691,Lyle Rains,United Kingdom
43692,"George ""Ed"" Logg",UNITED STATES OF AMERICA
43693,Dave Theurer,UNITED STATES OF AMERICA
43694,Howard Scott Warshaw,UNITED STATES OF AMERICA
43696,Corneille Hannoset,Belgium
43700,Tomohiro Nishikado,Japan
43702,Nicols Paris,Colombian
43706,Tobias Madison,Switzerland
43709,Lizzie Fitch,UNITED STATES OF AMERICA
43745,Luis Barragn,Mexico
43747,Ed Atkins,United Kingdom
43752,Hito Steyerl,Germany
43766,Gabriele Mucchi,Italy
43769,Antn Garcia-Abril,Spain
43770,Javier Cuesta Rodrguez-Torices,Spain
43771,Dbora Mesa,Spain
43822,Agustn Hernndez Navarro,Mexico
43916,Jos Antonio Attolini Lack,Mexico
44054,Jos Miguel Galia,Venezuelan
44060,Jess Tenreiro-Degwitz,Venezuelan
44064,David Palladini,UNITED STATES OF AMERICA
44065,Michael C. Gross,UNITED STATES OF AMERICA
44067,Bob Pellegrini,UNITED STATES OF AMERICA
44068,Michael Putnam,UNITED STATES OF AMERICA
44110,J.D. 'Okhai Ojeikere,Nigerian
44115,Scott Snibbe,UNITED STATES OF AMERICA
44135,Alfonso Ianelli,UNITED STATES OF AMERICA
44160,Flora Manteola,Argentina
44161,Javier Snchez Gmez,Argentina
44162,Josefa Santos,Argentina
44163,Justo Solsona,Argentina
44188,Lina Bo Bardi,Brazil
44206,Emil Schulthess,Switzerland
44207,Georg Gerster,Switzerland
44208,Hans Frei,Switzerland
44214,Bronislaw Schlabs,Polish
44247,Claus Bremer,Germany
44249,Dennis Johnson,UNITED STATES OF AMERICA
44251,James Waring,UNITED STATES OF AMERICA
44252,Christian Wolff,UNITED STATES OF AMERICA
44274,A.L. Steiner,UNITED STATES OF AMERICA
44323,Al Loving,UNITED STATES OF AMERICA
44334,Mark Morrisroe,UNITED STATES OF AMERICA
44336,Hugo van Werden,Germany
44437,Helen Marten,United Kingdom
44442,Christian Barman,United Kingdom
44443,Serge Chermayeff,United Kingdom
44496,Vivienne Westwood,United Kingdom
44498,Joseph Christian Leyendecker,UNITED STATES OF AMERICA
44503,Mogens Lassen,Denmark
44508,Delia Smith,United Kingdom
44518,Adam Yarinsky,UNITED STATES OF AMERICA
44519,Kim Yao,UNITED STATES OF AMERICA
44525,Sara Hendren,UNITED STATES OF AMERICA
44526,Brian Glenney,UNITED STATES OF AMERICA
44527,Accessible Icon Project,UNITED STATES OF AMERICA
44528,Kengo Kuma,Japan
44540,Roddy Bogawa,UNITED STATES OF AMERICA
44542,Tim Ferguson Sauder,UNITED STATES OF AMERICA
44598,Jens Eilstrup Rasmussen,Denmark
44604,Yoshiki Okamoto,Japan
44605,Akira Yasuda,Japan
44606,"Capcom, Osaka",Japan
44610,Pavel Jank,Czech
44622,Peter Buggenhout,Belgium
44633,Teresa _arnower,Polish
44636,Cinthia Marcelle,Brazil
44638,Ryan Sullivan,UNITED STATES OF AMERICA
44646,Ji_ Hilmar,Czech
44647,Jaroslav S_ra,Czech
44648,Karel Vaca,Czech
44653,Halil Altindere,Turkish
44655,Jonathas de Andrade,Brazil
44660,Every Ocean Hughes,UNITED STATES OF AMERICA
44700,Jeff Elrod,UNITED STATES OF AMERICA
44702,Jeremy Shaw,Canada
44705,Danny Boyle,United Kingdom
44706,Robert Bresson,France
44707,Alex Cox,United Kingdom
44714,Sergio Leone,Italy
44715,Jean-Pierre Melville,France
44716,Paul Morrisey,UNITED STATES OF AMERICA
44717,Daniel Schmid,Switzerland
44718,Luchino Visconti,Italy
44727,Alfredo Cortina,Venezuelan
44733,Jed Curtis,UNITED STATES OF AMERICA
44736,Hermano Martin Corra,Chilean
44737,Hermano Gabriel Guarda,Chilean
44749,Francisco Mndez Labb,Chilean
44757,Max Neuhaus,UNITED STATES OF AMERICA
44767,Mario Gandelsonas,UNITED STATES OF AMERICA
44768,Diana Agrest,UNITED STATES OF AMERICA
44772,Marcel Moore (Suzanne Malherbe),France
44774,Edi Hirose,Peruvian
44792,Vasco Szinetar,Venezuelan
44807,MSGSSV (Manteola Snchez Gmez Santos Solsona Violy),Argentina
44833,Mario Roberto çlvarez,Argentina
44844,Eladio Dieste,Uruguayan
44873,Ramiro Bascans,Uruguayan
44874,Thomas Sprechmann,Uruguayan
44875,Hctor Vigliecca,Uruguayan
44876,Arturo Villaamil,Uruguayan
44883,Camille Henrot,France
44884,Sung Hwan Kim,South Korea
44886,Tuur Van Balen,Belgium
44898,John Van Saun,UNITED STATES OF AMERICA
44904,Guillermo Bermdez,Colombian
44911,Wolfgang Stoerchle,Germany
44912,Lee Jaffe,UNITED STATES OF AMERICA
44921,George Trakas,Canada
44922,Jimmy Alcock,Venezuelan
44936,Antonio Puente,Venezuelan
44939,Bryce Cooper Graa Nicolini Arquitectos,Peruvian
44943,Jos Sigala,Venezuelan
44954,Miguel Rodrigo Mazur,Peruvian
44956,Frederick Cooper Llosa,Peruvian
44959,Miguel Cruchaga Belande,Peruvian
44960,Emilio Soyer,Peruvian
45039,Dieter Hlsmanns,Germany
45061,Susannah C. Drake,UNITED STATES OF AMERICA
45081,Aaron Douglas,UNITED STATES OF AMERICA
45094,Susan Meiselas,UNITED STATES OF AMERICA
45099,Pietro Roccasalva,Italy
45115,Diane Wakoski,UNITED STATES OF AMERICA
45124,John Hilliard,United Kingdom
45152,Jiri Kovanda,Czech
45185,Juan Baixas,Chilean
45229,Jacki Apple,UNITED STATES OF AMERICA
45268,Albrecht/d.,Germany
45273,Walter Weberhofer Quintana,Peruvian
45278,David Mayor,United Kingdom
45282,Felipe Ehrenberg,Mexico
45290,Peter van Riper,UNITED STATES OF AMERICA
45338,Sergio Larrain,Chilean
45346,John R. Carroll,UNITED STATES OF AMERICA
45354,Federico Guillermo Beckhoff,Venezuelan
45375,Volker Hller,Germany
45381,Nick Knight,United Kingdom
45384,Kurt Kren,Austria
45385,Klaus Eschen,Germany
45388,Unidentified designer,Catalan
45391,Michael Williams,UNITED STATES OF AMERICA
45401,Michaela Eichwald,Germany
45409,Richard Aldrich,UNITED STATES OF AMERICA
45416,Jorge Rigamonti,Venezuelan
45461,Jakub Szcz_sny,Polish
45463,P.H. Polk,UNITED STATES OF AMERICA
45464,John McGreer,UNITED STATES OF AMERICA
45465,H. H. French Studios,UNITED STATES OF AMERICA
45467,Powell & Co.,UNITED STATES OF AMERICA
45515,Klra Tams,UNITED STATES OF AMERICA
45516,Franco Rossi,Italy
45518,SO Ð IL (Florian Idenburg + Jing Liu),UNITED STATES OF AMERICA
45519,Florian Idenburg,Netherlands
45520,Jing Liu,China
45528,Marc Downie,United Kingdom
45529,Shelley Eshkar,UNITED STATES OF AMERICA
45530,Paul Kaiser,Germany
45532,Juan Sordo Madaleno,Mexico
45535,Charles de Meaux,France
45542,Leonardo Finotti,Brazil
45549,Justino Serralta,Uruguayan
45581,Abe Frajndlich,Germany
45585,Gnter Gnschel,Germany
45591,Mauricio Pezo,Chilean
45592,Sofa von Ellrichshausen,Argentina
45620,Lux Interior (Erick Lee Purkhiser),UNITED STATES OF AMERICA
45626,Lutz Bacher,UNITED STATES OF AMERICA
45651,Juan Luis Martinez,Chilean
45664,Ulises Carrin,Mexico
45744,Robert H. McNeill,UNITED STATES OF AMERICA
45747,Eva Kottkov,Czech
45756,Alair Gomes,Brazil
45757,Sara Facio,Argentina
45771,Nicolas Garcia Uriburu,Argentina
45783,David Horvitz,UNITED STATES OF AMERICA
45798,Gaspar Gasparian,Brazil
45800,Mladen Stilinovi_,Croatian
45801,Ed Clark,UNITED STATES OF AMERICA
45807,Judith Scott,UNITED STATES OF AMERICA
45810,Matas Duville,Argentina
45926,David Tudor,UNITED STATES OF AMERICA
45929,Hendrik Nicolaas Werkman,Netherlands
45943,Wenzel Hablik,Germany
45944,Elisabeth Lindemann,Germany
45951,Rosngela Renn,Brazil
45954,Tom Wedell,UNITED STATES OF AMERICA
45961,Ken Okiishi,UNITED STATES OF AMERICA
45968,Beatrice Trueblood,United Kingdom
45969,Huberto Batis,Mexico
45970,Miguel Cervantes,Mexico
45971,Ricardo Verdoni,Mexico
45982,Jos Carlos Martinat,Peruvian
46033,Simon Denny,New Zealander
46095,Mathias Augustyniak,France
46096,Michael Amzalag,France
46097,Sarah Stocker,UNITED STATES OF AMERICA
46098,Mark Danks,UNITED STATES OF AMERICA
46142,Sjn (Sigurjn Birgir Sigur_sson),Icelandic
46143,Nikki Dibben,United Kingdom
46144,Stephen Malinowski,UNITED STATES OF AMERICA
46149,Carlos Sallaberry,Argentina
46150,Damin Vinson,Argentina
46151,Felipe Tarsitano,Argentina
46152,Ignacio Petchersky,Argentina
46154,Antonio Diaz,Argentina
46155,Rao,Argentina
46175,Erin Shirreff,Canada
46176,Centrala Architects,Polish
46203,Keld Helmer-Petersen,Denmark
46212,Jay Silver,UNITED STATES OF AMERICA
46213,Eric Rosenbaum,UNITED STATES OF AMERICA
46261,Nancy Burson,UNITED STATES OF AMERICA
46276,Carlos Motta,Colombian
46288,John Adams,UNITED STATES OF AMERICA
46293,Tim Berresheim,Germany
46296,Monte Cazazza,UNITED STATES OF AMERICA
46299,Courttney Cooper,UNITED STATES OF AMERICA
46315,Keiji Uematsu,Japan
46319,Martin Sharp,Australia
46325,James Richards,United Kingdom
46335,Maison Martin Margiela,France
46342,Alfred Gescheidt,UNITED STATES OF AMERICA
46350,Edwin Middleton,UNITED STATES OF AMERICA
46351,T. Hayes Hunter,UNITED STATES OF AMERICA
46358,Jean-Philippe Toussaint,Belgium
46372,Yuri Suzuki,Japan
46378,Arjen Bangma,Netherlands
46381,Torbj¿rn R¿dland,Norwegian
46382,Miguel çngel Salgado,Mexico
46384,Jorge Castillo,Venezuelan
46385,Marjan van Aubel,Netherlands
46386,James Shaw,United Kingdom
46394,Philippe Van Snick,Belgium
46417,Rob Swainston,UNITED STATES OF AMERICA
46418,Oscar Tenreiro Degwitz,Venezuelan
46419,Tihamr Csemiczky,Hungarian
46421,Fernando Guerra,Portuguese
46423,Stefan Diez,Germany
46441,W. Craig Carter,UNITED STATES OF AMERICA
46442,Joe Hicklin,UNITED STATES OF AMERICA
46444,Chris Gabrin,United Kingdom
46451,Wells Coates,Canada
46453,Louis Christiann Kalff,Netherlands
46454,Jann Haworth,UNITED STATES OF AMERICA
46460,Charles E. Murphy,UNITED STATES OF AMERICA
46461,Donald Smith,UNITED STATES OF AMERICA
46462,Peter Martin Christopherson,United Kingdom
46463,Peter Gabriel,United Kingdom
46465,Jean-Paul Goude,France
46466,George Hardie,United Kingdom
46467,Michael Andrews,United Kingdom
46468,David Inshaw,United Kingdom
46469,Clive Barker,United Kingdom
46470,Hipgnosis,United Kingdom
46471,David Tindle,United Kingdom
46472,Tony Wright,United Kingdom
46473,Karl Klefisch,Germany
46474,Gnther Frhling,Germany
46475,Mark Farrow,United Kingdom
46476,Eric Watson,United Kingdom
46477,Pet Shop Boys,United Kingdom
46479,Francis Wolff,UNITED STATES OF AMERICA
46480,Jerry Harrison,UNITED STATES OF AMERICA
